"dhs_id","site_id","site_name","latitude","longitude","rural_urban","country","country_id","continent_id","month_start","year_start","month_end","year_end","lower_age","upper_age","examined","positive","pr","species","method","rdt_type","pcr_type","malaria_metrics_available","location_available","permissions_info","citation1","citation2","citation3"
NA,13580,"Kora Kora",-0.6097,39.7807,"UNKNOWN","Kenya","KEN","Africa",5,1994,5,1994,0,6,270,36,0.133333333333333,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA," (1994). <i>Vitamin A deficiency in Kenya: A report of the national micronutrients survey, 1994.</i> . Nairobi. UNICEF. 1-89",NA,NA
NA,8231,"Ulutya Primary School",-0.97235,37.69024,"RURAL","Kenya","KEN","Africa",10,2009,10,2009,5,17,109,0,0,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,TRUE,TRUE,NA,"Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.",NA,NA
NA,22331,"Cluster 12",-3.8442,39.7527,"UNKNOWN","Kenya","KEN","Africa",5,2009,5,2009,0.6,8,11,2,0.181818181818182,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,", Kilifi. (2009) personal communication.",NA,NA
NA,16507,"Langata Road Primary School",-1.31493,36.8112,"URBAN","Kenya","KEN","Africa",7,2009,7,2009,4,15,93,2,0.021505376344086,"P. falciparum","RDT","Unknown",NA,TRUE,TRUE,NA,"Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.",NA,NA
NA,4231,"Rarieda Primary School",-0.19526,34.33977,"RURAL","Kenya","KEN","Africa",11,2009,11,2009,5,17,110,48,0.436363636363636,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,TRUE,TRUE,NA,"Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.",NA,NA
NA,16953,"Kilifi Township",-3.61542,39.84477,"URBAN","Kenya","KEN","Africa",3,1995,3,1995,0,4,168,107,0.636904761904762,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Marsh, K., . (1995) personal communication.",NA,NA
NA,13674,"Komolo",0.0892,34.279,"RURAL","Kenya","KEN","Africa",7,1995,7,1995,0,9,133,111,0.834586466165414,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Snow, R.W., Omumbo, J.A., Lowe, B., Molyneux, C.S., Obiero, J.O., Palmer, A., Weber, M.W., Pinder, M., Nahlen, B., Obonyo, C., Newbold, C., Gupta, S. and Marsh, K. (1997).  <b>Relation between severe malaria morbidity in children and level of <i>Plasmodium falciparum</i> transmission in Africa.</b> <i>The Lancet</i>, <b>349</b>(9066):1650-4",NA,NA
NA,13602,"Emensa sub-location",-0.9119,34.8047,"UNKNOWN","Kenya","KEN","Africa",5,2000,5,2000,0,14,72,4,0.0555555555555556,"P. falciparum","RDT","ICT Malaria Dual Test ML03",NA,TRUE,TRUE,NA,"Zurovac, D., . (2000) personal communication.",NA,NA
NA,12652,"Mwangoni Primary School",-4.0742,39.18348,"UNKNOWN","Kenya","KEN","Africa",9,2008,9,2008,5,15,110,4,0.0363636363636364,"P. falciparum","RDT","OptiMal-IT",NA,TRUE,TRUE,NA,"Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",NA,NA
NA,480,"Shariani",-3.7897,39.8211,"UNKNOWN","Kenya","KEN","Africa",5,1998,5,1998,6,12,100,54,0.54,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Mbogo, C.M., Mwangangi, J.M., Nzovu, J., Gu, W., Yan, G., Gunter, J.T., Swalm, C., Keating, J., Regens, J.L., Shililu, J.I., Githure, J.I. and Beier, J.C. (2003).  <b>Spatial and temporal heterogeneity of <i>Anopheles</i> mosquitoes and <i>Plasmodium falciparum</i> transmission along the Kenyan coast.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>68</b>(6):734-42",NA,NA
NA,7503,"Cluster 16",-0.799,34.7628,"UNKNOWN","Kenya","KEN","Africa",7,2000,7,2000,1,75,120,32,0.266666666666667,"P. falciparum","RDT","ICT Diagnostics Malaria P.f. ML01",NA,TRUE,TRUE,NA,"Guyatt, H.L., Corlett, S.K., Robinson, T.P., Ochola, S.A. and Snow, R.W. (2002).  <b>Malaria prevention in highland Kenya: indoor residual house-spraying vs. insecticide-treated bednets.</b> <i>Tropical Medicine & International Health</i>, <b>7</b>(4):298-303",NA,NA
NA,16283,"Jego Primary School",-4.64376,39.18693,"UNKNOWN","Kenya","KEN","Africa",10,2008,10,2008,5,15,111,14,0.126126126126126,"P. falciparum","RDT","OptiMal-IT",NA,TRUE,TRUE,NA,"Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",NA,NA
NA,10837,"Atemo Primary School",-0.13498,34.36914,"RURAL","Kenya","KEN","Africa",7,2006,7,2006,5,14,10,5,0.5,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Montgomery, S.R., Muok, EM, Mwinzi, PN, Williamson, JM, Secor, WE and Karanja, DM (2008). <i>Estimation of attributable risk of anemia due to schistosomiasis in western Kenya.</i> In: Abstract Book American Society of Tropical Medicine and Hygiene 57th Annual Meeting. New Orleans. .",NA,NA
NA,4430,"Ziani",-3.7529,39.7135,"UNKNOWN","Kenya","KEN","Africa",6,1995,6,1995,0,9,56,27,0.482142857142857,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Snow, R.W., Omumbo, J.A., Lowe, B., Molyneux, C.S., Obiero, J.O., Palmer, A., Weber, M.W., Pinder, M., Nahlen, B., Obonyo, C., Newbold, C., Gupta, S. and Marsh, K. (1997).  <b>Relation between severe malaria morbidity in children and level of <i>Plasmodium falciparum</i> transmission in Africa.</b> <i>The Lancet</i>, <b>349</b>(9066):1650-4",NA,NA
NA,11893,"King'Ang'I",-2,37.6804,"UNKNOWN","Kenya","KEN","Africa",9,2003,9,2003,0.6,5,16,0,0,"P. falciparum","RDT","Unknown",NA,TRUE,TRUE,NA,"Marsh, V.M. and Abuya, T., . (2004) personal communication.",NA,NA
NA,2279,"Kimase Primary School",-0.6928,35.10542,"UNKNOWN","Kenya","KEN","Africa",11,2009,11,2009,5,17,110,0,0,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,TRUE,TRUE,NA,"Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.",NA,NA
NA,5681,"Kwale",-4.1833,39.45,"URBAN","Kenya","KEN","Africa",6,1996,6,1996,5,14,144,12,0.0833333333333333,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Tosha, S.B. (1996). <i>Not found in the legacy system.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. ",NA,NA
NA,13521,"Ziwani",-4.1553,39.4541,"RURAL","Kenya","KEN","Africa",5,1998,5,1998,6,12,100,59,0.59,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Mbogo, C.M., Mwangangi, J.M., Nzovu, J., Gu, W., Yan, G., Gunter, J.T., Swalm, C., Keating, J., Regens, J.L., Shililu, J.I., Githure, J.I. and Beier, J.C. (2003).  <b>Spatial and temporal heterogeneity of <i>Anopheles</i> mosquitoes and <i>Plasmodium falciparum</i> transmission along the Kenyan coast.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>68</b>(6):734-42",NA,NA
NA,9120,"Nyatemba Beach",-0.4742,34.2874,"UNKNOWN","Kenya","KEN","Africa",4,2002,4,2002,1,12,102,55,0.53921568627451,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Okech, B.A. (2004). <i>Environmental factors affecting the development of <i>Plasmodium falciparum</i> in <i>Anopheles</i> gambaie mosquitoes.</i> UNKNOWN. . .",NA,NA
NA,12500,"Ongielo Primary School",-0.17373,34.37943,"UNKNOWN","Kenya","KEN","Africa",11,1998,11,1998,12,18,21,7,0.333333333333333,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Leenstra, T., Petersen, L.T., Kariuki, S.K., Oloo, A.J., Kager, P.A. and ter Kuile, F.O. (2005).  <b>Prevalence and severity of malnutrition and age at menarche; cross-sectional studies in adolescent schoolgirls in western Kenya.</b> <i>European Journal of Clinical Nutrition</i>, <b>59</b>(1):41-8",NA,NA
NA,7780,"Kinze B & C",-1.9391,37.526,"UNKNOWN","Kenya","KEN","Africa",8,2000,8,2004,0.1,4,27,1,0.037037037037037,"P. falciparum","RDT","Unknown",NA,TRUE,TRUE,NA,"Marsh, V.M. and Abuya, T., . (2004) personal communication.",NA,NA
NA,4231,"Rarieda Primary School",-0.19526,34.33977,"RURAL","Kenya","KEN","Africa",8,2006,11,2006,5,14,74,30,0.405405405405405,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Montgomery, S.R., Muok, EM, Mwinzi, PN, Williamson, JM, Secor, WE and Karanja, DM (2008). <i>Estimation of attributable risk of anemia due to schistosomiasis in western Kenya.</i> In: Abstract Book American Society of Tropical Medicine and Hygiene 57th Annual Meeting. New Orleans. .",NA,NA
NA,17635,"Mtezo Mwema",-3.52261,39.86388,"UNKNOWN","Kenya","KEN","Africa",3,1990,9,1991,0,4,6,3,0.5,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Snow, R.W., . (1991) personal communication.",NA,NA
NA,6940,"Lomut",1.4112,35.6304,"UNKNOWN","Kenya","KEN","Africa",6,1986,6,1986,0,99,103,14,0.135922330097087,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Mutero, C.M., Mutinga, M.J., Ngindu, A.M., Kenya, P.R. and Amimo, F.A. (1992).  <b>Visceral leishmaniasis and malaria prevalence in West Pokot District, Kenya.</b> <i>East African Medical Journal</i>, <b>69</b>(1):3-8",NA,NA
NA,11498,"Vyogato",-4.2168,39.2674,"UNKNOWN","Kenya","KEN","Africa",9,2003,9,2003,0.1,5,16,16,1,"P. falciparum","RDT","Unknown",NA,TRUE,TRUE,NA,"Marsh, V.M. and Abuya, T., . (2004) personal communication.",NA,NA
NA,15355,"Kimwogo Primary School",0.25028,35.55785,"UNKNOWN","Kenya","KEN","Africa",11,2009,11,2009,5,17,110,0,0,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,TRUE,TRUE,NA,"Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.",NA,NA
NA,7316,"Dzunguni",-3.50842,39.83487,"UNKNOWN","Kenya","KEN","Africa",12,1990,11,1991,0,4,14,3,0.214285714285714,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Snow, R.W., . (1991) personal communication.",NA,NA
NA,6989,"Mdzongoloni, Kakanjuni/Kwa Kimanje & Majivuni &Mikingirini",-3.5599,39.8433,"UNKNOWN","Kenya","KEN","Africa",3,1995,3,1995,1,4,56,32,0.571428571428571,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Marsh, K., . (1995) personal communication.",NA,NA
NA,16050,"Omboye Primary School",-0.15202,34.31295,"UNKNOWN","Kenya","KEN","Africa",10,1998,10,1998,12,18,27,8,0.296296296296296,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Leenstra, T., Petersen, L.T., Kariuki, S.K., Oloo, A.J., Kager, P.A. and ter Kuile, F.O. (2005).  <b>Prevalence and severity of malnutrition and age at menarche; cross-sectional studies in adolescent schoolgirls in western Kenya.</b> <i>European Journal of Clinical Nutrition</i>, <b>59</b>(1):41-8",NA,NA
NA,20022,"Tezo/Mwandoni/Kipetauso",-3.54164,39.84744,"UNKNOWN","Kenya","KEN","Africa",6,1995,6,1995,4,8,2,1,0.5,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Snow, R.W., Omumbo, J.A., Lowe, B., Molyneux, C.S., Obiero, J.O., Palmer, A., Weber, M.W., Pinder, M., Nahlen, B., Obonyo, C., Newbold, C., Gupta, S. and Marsh, K. (1997).  <b>Relation between severe malaria morbidity in children and level of <i>Plasmodium falciparum</i> transmission in Africa.</b> <i>The Lancet</i>, <b>349</b>(9066):1650-4",NA,NA
NA,16392,"Ndavaya",-4.2497,39.1652,"UNKNOWN","Kenya","KEN","Africa",9,2003,9,2003,0.6,4,19,15,0.789473684210526,"P. falciparum","RDT","Unknown",NA,TRUE,TRUE,NA,"Marsh, V.M. and Abuya, T., . (2004) personal communication.",NA,NA
NA,8036,"Kibukoni",-3.59641,39.80277,"UNKNOWN","Kenya","KEN","Africa",1,1990,12,1991,0,5,11,3,0.272727272727273,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Snow, R.W., . (1991) personal communication.",NA,NA
NA,2196,"Mikingirini",-3.58988,39.83939,"UNKNOWN","Kenya","KEN","Africa",10,1985,3,1986,0,99,86,12,0.13953488372093,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Ashford, R.W., Craig, P.S. and Oppenheimer, S.J. (1993).  <b>Polyparasitism on the Kenya coast. 2. Spatial heterogeneity in parasite distributions.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>87</b>(3):283-93",NA,NA
NA,9330,"Mahaya Primary School",-0.15052,34.33851,"UNKNOWN","Kenya","KEN","Africa",2,1999,2,1999,12,18,13,1,0.0769230769230769,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Leenstra, T., Petersen, L.T., Kariuki, S.K., Oloo, A.J., Kager, P.A. and ter Kuile, F.O. (2005).  <b>Prevalence and severity of malnutrition and age at menarche; cross-sectional studies in adolescent schoolgirls in western Kenya.</b> <i>European Journal of Clinical Nutrition</i>, <b>59</b>(1):41-8",NA,NA
NA,2688,"Sambul Primary School",-0.46571,39.6624,"UNKNOWN","Kenya","KEN","Africa",2,2009,2,2009,5,17,111,0,0,"P. falciparum","RDT","Unknown",NA,TRUE,TRUE,NA,"Gitonga, C. and Brooker, S., . (2009) personal communication.",NA,NA
NA,3390,"Dzunguni A & Mwatate B",-3.517,39.805,"UNKNOWN","Kenya","KEN","Africa",1,1990,10,1991,1,7,8,2,0.25,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Snow, R.W., . (1991) personal communication.",NA,NA
NA,3472,"Ziarasa",-4.1413,39.2506,"UNKNOWN","Kenya","KEN","Africa",9,2003,9,2003,1.4,5,19,19,1,"P. falciparum","RDT","Unknown",NA,TRUE,TRUE,NA,"Marsh, V.M. and Abuya, T., . (2004) personal communication.",NA,NA
NA,7969,"Bohoni Primary School",-1.39495,40.01458,"UNKNOWN","Kenya","KEN","Africa",3,2009,3,2009,5,17,100,14,0.14,"P. falciparum","RDT","Unknown",NA,TRUE,TRUE,NA,"Gitonga, C. and Brooker, S., . (2009) personal communication.",NA,NA
NA,13623,"Mosando",-0.6753,34.7354,"RURAL","Kenya","KEN","Africa",7,1998,7,1998,0,16,389,139,0.3573264781491,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Kaneko, A. (1998). <i>Malaria epidemiology and drug resistance in Kisii, Kenya.</i> . Kisii. JICA. 1-13",NA,NA
NA,9086,"Kacheliba Town",1.4888,35.0071,"URBAN","Kenya","KEN","Africa",6,2006,9,2006,1,52,32,1,0.03125,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,TRUE,TRUE,NA,"Kolaczinski, J.H., Reithinger, R., Worku, D.T., Ocheng, A., Kasimiro, J., Kabatereine, N. and Brooker, S. (2008).  <b>Risk factors of visceral leishmaniasis in East Africa: a case-control study in Pokot territory of Kenya and Uganda.</b> <i>International Journal of Epidemiology</i>, <b>37</b>(2):344-52",NA,NA
NA,1335,"Waringa School",-0.1383,34.3012,"UNKNOWN","Kenya","KEN","Africa",3,2005,3,2005,5,14,188,5,0.0265957446808511,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Brooker, S., . (2008) personal communication.",NA,NA
NA,18218,"Olikilmanpan Boarding School ",-1.833,36.133,"UNKNOWN","Kenya","KEN","Africa",5,1986,5,1986,6,18,188,80,0.425531914893617,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Nevill, C.G., Watkins, W.M., Carter, J.Y. and Munafu, C.G. (1988).  <b>Comparison of mosquito nets, proguanil hydrochloride, and placebo to prevent malaria.</b> <i>British Medical Journal (Clinical Research Edition)</i>, <b>297</b>(6645):401-3",NA,NA
NA,8899,"Kilulu",-4.3946,39.3549,"UNKNOWN","Kenya","KEN","Africa",9,2003,9,2003,0.3,4,19,13,0.684210526315789,"P. falciparum","RDT","Unknown",NA,TRUE,TRUE,NA,"Marsh, V.M. and Abuya, T., . (2004) personal communication.",NA,NA
NA,5725,"Nguka Primary School",-0.14934,34.39279,"RURAL","Kenya","KEN","Africa",3,1999,3,1999,12,18,12,4,0.333333333333333,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Leenstra, T., Petersen, L.T., Kariuki, S.K., Oloo, A.J., Kager, P.A. and ter Kuile, F.O. (2005).  <b>Prevalence and severity of malnutrition and age at menarche; cross-sectional studies in adolescent schoolgirls in western Kenya.</b> <i>European Journal of Clinical Nutrition</i>, <b>59</b>(1):41-8",NA,NA
NA,9706,"Lenda Primary School",-1.57036,40.0537,"UNKNOWN","Kenya","KEN","Africa",2,2009,2,2009,5,17,104,26,0.25,"P. falciparum","RDT","Unknown",NA,TRUE,TRUE,NA,"Gitonga, C. and Brooker, S., . (2009) personal communication.",NA,NA
NA,20953,"St. Antony Primary School",0.60359,34.77043,"UNKNOWN","Kenya","KEN","Africa",9,2009,9,2009,5,17,107,16,0.149532710280374,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,TRUE,TRUE,NA,"Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.",NA,NA
NA,17383,"Mosobeti Primary School",-0.9184,34.712,"UNKNOWN","Kenya","KEN","Africa",7,2009,7,2009,4,15,102,0,0,"P. falciparum","RDT","Unknown",NA,TRUE,TRUE,NA,"Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.",NA,NA
NA,16808,"Nzinia",-1.1806,37.9497,"UNKNOWN","Kenya","KEN","Africa",4,1994,4,1994,5,10,130,26,0.2,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Mugo, T. (1994). <i>Not found in the legacy system.</i> . Nairobi. Division of Vector-Borne Diseases, Ministry of Health. ",NA,NA
NA,2864,"Mwaniambo",-1.7054,37.6933,"UNKNOWN","Kenya","KEN","Africa",9,2003,9,2003,0.6,4,17,0,0,"P. falciparum","RDT","Unknown",NA,TRUE,TRUE,NA,"Marsh, V.M. and Abuya, T., . (2004) personal communication.",NA,NA
NA,19706,"Wireless",-3.40127,39.96037,"UNKNOWN","Kenya","KEN","Africa",6,1995,6,1995,1,9,19,11,0.578947368421053,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Snow, R.W., Omumbo, J.A., Lowe, B., Molyneux, C.S., Obiero, J.O., Palmer, A., Weber, M.W., Pinder, M., Nahlen, B., Obonyo, C., Newbold, C., Gupta, S. and Marsh, K. (1997).  <b>Relation between severe malaria morbidity in children and level of <i>Plasmodium falciparum</i> transmission in Africa.</b> <i>The Lancet</i>, <b>349</b>(9066):1650-4",NA,NA
NA,9822,"Palakumi",-3.59722,39.60055,"UNKNOWN","Kenya","KEN","Africa",10,1985,10,1985,0,99,37,16,0.432432432432432,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Ashford, R.W., Craig, P.S. and Oppenheimer, S.J. (1993).  <b>Polyparasitism on the Kenya coast. 2. Spatial heterogeneity in parasite distributions.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>87</b>(3):283-93",NA,NA
NA,22470,"Maranda School",-0.0826,34.224,"UNKNOWN","Kenya","KEN","Africa",3,2005,3,2005,5,14,107,1,0.00934579439252336,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Brooker, S., . (2008) personal communication.",NA,NA
NA,17638,"Mtondia",-3.57,39.87,"UNKNOWN","Kenya","KEN","Africa",3,1991,7,1991,2,5,5,1,0.2,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Snow, R.W., . (1991) personal communication.",NA,NA
NA,14595,"Cluster 3",-3.8595,39.744,"UNKNOWN","Kenya","KEN","Africa",4,2009,4,2009,4,10,5,4,0.8,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,", Kilifi. (2009) personal communication.",NA,NA
NA,5457,"Swabaha Primary School",-2.39026,40.77522,"UNKNOWN","Kenya","KEN","Africa",7,2009,7,2009,4,15,56,0,0,"P. falciparum","RDT","Unknown",NA,TRUE,TRUE,NA,"Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.",NA,NA
NA,13484,"Jaribuni",-3.633,39.733,"RURAL","Kenya","KEN","Africa",10,1985,3,1986,0,99,66,44,0.666666666666667,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Ashford, R.W., Craig, P.S. and Oppenheimer, S.J. (1993).  <b>Polyparasitism on the Kenya coast. 2. Spatial heterogeneity in parasite distributions.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>87</b>(3):283-93",NA,NA
NA,201,"Nyonjoro Primary School",0.00464,36.54391,"RURAL","Kenya","KEN","Africa",11,2009,11,2009,5,17,110,0,0,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,TRUE,TRUE,NA,"Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.",NA,NA
NA,12532,"Namwitsula",0.3545,34.2083,"UNKNOWN","Kenya","KEN","Africa",2,2003,2,2003,0.4,5,29,27,0.931034482758621,"P. falciparum","RDT","Unknown",NA,TRUE,TRUE,NA,"Marsh, V.M. and Abuya, T., . (2004) personal communication.",NA,NA
NA,13485,"Mijomboni",-3.2599,40.0122,"RURAL","Kenya","KEN","Africa",5,1998,5,1998,6,12,100,63,0.63,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Mbogo, C.M., Mwangangi, J.M., Nzovu, J., Gu, W., Yan, G., Gunter, J.T., Swalm, C., Keating, J., Regens, J.L., Shililu, J.I., Githure, J.I. and Beier, J.C. (2003).  <b>Spatial and temporal heterogeneity of <i>Anopheles</i> mosquitoes and <i>Plasmodium falciparum</i> transmission along the Kenyan coast.</b> <i>American Journal of Tropical Medicine and Hygiene</i>, <b>68</b>(6):734-42",NA,NA
NA,17281,"Makosheni",-3.58044,39.82594,"UNKNOWN","Kenya","KEN","Africa",12,1990,11,1991,1,4,8,3,0.375,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Snow, R.W., . (1991) personal communication.",NA,NA
NA,15439,"Canon Apolo Primary School",-1.29594,36.86012,"URBAN","Kenya","KEN","Africa",7,2009,7,2009,4,15,112,4,0.0357142857142857,"P. falciparum","RDT","Unknown",NA,TRUE,TRUE,NA,"Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.",NA,NA
NA,6142,"Kateiko Primary School",-2.00371,37.71121,"RURAL","Kenya","KEN","Africa",11,2009,11,2009,5,17,110,0,0,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,TRUE,TRUE,NA,"Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.",NA,NA
NA,8506,"Uyombo Primary School",-3.40587,39.9406,"RURAL","Kenya","KEN","Africa",9,2008,9,2008,5,15,110,1,0.00909090909090909,"P. falciparum","RDT","OptiMal-IT",NA,TRUE,TRUE,NA,"Gitonga, CW, Karanja, PN, Kihara, J, Mwanje, M, Juma, E, Snow, RW, Noor, AM and Brooker, S (2010).  <b>Implementing school malaria surveys in Kenya: towards a national surveillance system.</b> <i>Malaria Journal</i>, <b>9</b>(0):306",NA,NA
NA,11804,"Cluster 21",-3.8202,39.7487,"UNKNOWN","Kenya","KEN","Africa",5,2009,5,2009,0.6,11,13,3,0.230769230769231,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,", Kilifi. (2009) personal communication.",NA,NA
NA,13700,"Rongai",-0.1754,35.8633,"UNKNOWN","Kenya","KEN","Africa",5,1994,5,1994,0,5,114,6,0.0526315789473684,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA," (1994). <i>Vitamin A deficiency in Kenya: A report of the national micronutrients survey, 1994.</i> . Nairobi. UNICEF. 1-89",NA,NA
NA,22134,"Lelach Primary School",-0.65368,35.08937,"UNKNOWN","Kenya","KEN","Africa",11,2009,11,2009,5,17,110,0,0,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,TRUE,TRUE,NA,"Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.",NA,NA
NA,7945,"Wanga Primary School",-0.45964,34.26616,"RURAL","Kenya","KEN","Africa",11,2009,11,2009,5,17,110,32,0.290909090909091,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,TRUE,TRUE,NA,"Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.",NA,NA
NA,6841,"Mindali",-1.8239,37.7737,"UNKNOWN","Kenya","KEN","Africa",8,2003,8,2003,0.3,5,17,1,0.0588235294117647,"P. falciparum","RDT","Unknown",NA,TRUE,TRUE,NA,"Marsh, V.M. and Abuya, T., . (2004) personal communication.",NA,NA
NA,3220,"Konyao",1.7893,35.0574,"UNKNOWN","Kenya","KEN","Africa",6,2006,9,2006,1,32,8,0,0,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,TRUE,TRUE,NA,"Kolaczinski, J.H., Reithinger, R., Worku, D.T., Ocheng, A., Kasimiro, J., Kabatereine, N. and Brooker, S. (2008).  <b>Risk factors of visceral leishmaniasis in East Africa: a case-control study in Pokot territory of Kenya and Uganda.</b> <i>International Journal of Epidemiology</i>, <b>37</b>(2):344-52",NA,NA
NA,1961,"Chewele Primary School",-1.15817,39.95178,"UNKNOWN","Kenya","KEN","Africa",2,2009,2,2009,5,17,115,6,0.0521739130434783,"P. falciparum","RDT","Unknown",NA,TRUE,TRUE,NA,"Gitonga, C. and Brooker, S., . (2009) personal communication.",NA,NA
NA,5904,"Oruba Primary School",-0.96472,34.52648,"UNKNOWN","Kenya","KEN","Africa",11,2009,11,2009,5,17,110,26,0.236363636363636,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,TRUE,TRUE,NA,"Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.",NA,NA
NA,4135,"Ngarenyiro Primary School",-0.23666,36.77583,"RURAL","Kenya","KEN","Africa",10,2009,10,2009,5,17,110,0,0,"P. falciparum","RDT","Paracheck PF - Rapid test for p.falciparum Malaria Device Ver. 3 302030025",NA,TRUE,TRUE,NA,"Snow, RW, Noor, A and Gitonga, C, Nairobi. (2009) personal communication.",NA,NA
NA,13723,"Sisenye",0.158,33.994,"RURAL","Kenya","KEN","Africa",10,1999,10,1999,0,5,171,117,0.684210526315789,"P. falciparum","Microscopy",NA,NA,TRUE,TRUE,NA,"Mwaniki, D.L. (2002). <i>Anaemia and status of iron, vitamin A and zinc in Kenya.</i> . Nairobi. UNICEF. 1-256",NA,NA
